id,min,eng
237,"Dasar indak tahu diri kau! Baraja beladiri indak untuak di sombongan! Tapi untuk malindungi diri surang! Guru kau surang kau tinju apolai urang tuo kau! Dasar iblis kau, nyao di bayia nyao! Kau punyo utang ciek nyao! Dan nyao kau nan jadi bayarannyo!?","You ungrateful brat! Martial arts are not for showing off! It's to protect oneself! You dared to hit your teacher, what's stopping you from hitting your parents!? You devil, a life for a life! You owe me one life! And you will pay for it with yours!"
46,Kantua pahubuang korsel - korut dibukak minggu ko,The Inter-Korean Liaison Office will be opened this week
279,"Makanannyo lamak, dan viewnyo amazing,. Hanyo sing ka lawangwanginyo kurang jadi indak sadolah urang bisa tahu kalau ado lawangwangi di situ kecuali urang nan lewat.",The food is great and the view is amazing. It's just that the entrance to the Lawangwangi itself doesn't stand out so not a lot of people would notice it was there aside from passerbies.
93,Sarancaknyo jam lalok minimal limo jam.,It is best to have at least five hours of sleep.
202,"Salamaik siang, biaya administrasi rek simpedes rp. 5.500, -/bulan. Tarimo kasih era","Good afternoon, the administration fee for a Simpedes Account is Rp 5.500 per month. Thank you, Era"
116,"Sate kambiang dan gulai kambiangnyo lamak bana, panyajian makanannyo pun sangaik capek. Tampeknyo cukuik barasiah","The goat satay and goat gulay is delicious, the service is also very quick. The place is pretty clean."
149,"Awak baru se ganti kartu nan rusak, tapi tatap se ndak ado sinyal","I just replaced my broken card, but there's still no signal"
361,Supir gocar tibo dari lua kota ka jakarta untuak mancari panumpang demi dapekan poin.,Gocar Drivers come from outside Jakarta to pick up customers so they can get points.
371,Meskipun kini haragonyo alah malonjak naiak tapi picayolah kalau pasan nasi padang bungkuih di singgalang jaya porsinyo badai banaaa. Sampai kini tampek ko masih manjadi salah ciek tampek manikmati masakan padang favorit wak.,"Although the price's gone off the roof now but believe me, when you order a Padang rice in Singgalang Jaya, the portion size is one hell of a feast. Even now, this place is still one of my favorite places to enjoy Padangnese culinary."
191,"Makanan di siko samo sarupo kfc lainnyo. Ayam gorengnyo crispy, gurih dan lamak","Food here's the same as other KFCs. Fried chicken's crispy, crunchy, and tasty."
168,Macet dima-dima kalau sadang liburan,It's always congested everywhere when it's holiday season.
216,Anti pakai power bank sajak handphone samsung den bocor batrainyo siap dipakaian itu tu.,Averse to using power banks since my Samsung handphone's battery leaked after using such a thing.
203,"Tampek nyaman dan lamak, kadang dijadian tampek foto pre-wedding","Comfortable and great place, usually used for pre-wedding photos."
115,"Dek litak, wak pasan indomie.","Because I was hungry, I ordered Indomie"
95,Awak kecewa jo palayanannyo. Sabanta ko awak pasan grabfood pasanan ndak dianta tapi alah disalasaian. Mohon untuak selektif mamiliah pekerja.,"I'm disappointed with the service. I just ordered grabfood, the order didn't come but it was marked as completed. Please be more selective in hiring your workers."
290,Suasananyo asri. Banyak yang jua makanan. Tampek duduak-duduak dan cafenyo cocok untuak bakunjuang. Kami sempat balanjo disupermaket. Hargonyo juo indak maha. Suasana di dalam mallnyo nyaman. Acnyo dinginlah. Dan barang-barang bamerknyo mantap bana dan banyak diskon,...The hangout spot and cafe are nice to visit. ...
125,Minimal biaya transaksi bulan 11 yang saharusnyo direfund bulan 12 patang indak masuak ka rekening wak doh.,"The minimum transaction for November that's supposed to be refunded in December has not been received in my account yet, yo"
372,"Bebeknyo lamak, lembut, ladonyo lamak. Tampek barasiah dan lumayan oke.","The duck is tasty, soft, the sambal is good. The place is pretty nice and clean."
399,"Manunggu makanannyo lamo bana, waitressnyo pamberang, pas makanannyo waktu tu wak pasan pizza tibo eh anguih sampai kasirnyo pun pas wak baia ndak senyum, palayanannyo payah.","Took forever for the food, and the waitress was rude. At the time I ordered pizza and it came out burnt. Not even the cashier could give a smile as I paid for the food. Horrible service."
53,"Soto kudus ko adonyo di kaki limo, partamo kali makan agak ragu jo sih, karano ingin tahu raso kudus yo dicubo dulu. Ee ruponyo lamak lo mah, dan ado pulo pilihan untuk mancampuanyo, pokoknyo lamak bana ko a. Haragonyo pun murah meriah ko a.","This Soto Kudus is usually served by street vendors, so we weren't really sure about it at first. But because we want a little taste of Kudus, well, we had to try it. Eee turns out it's pretty good, yo. You can also mix them up with different choices if you want, at any rate it's so delicious, kay. The price is also so, so cheapo."
308,"Memang indak lamak tajebak macet, tapi indak labiah lamak lai kalau tajabak maso lalu","Sure, being stuck in traffic sucks, but not as hard as being stuck in the past."
152,"Gunoan kunci duplikat, bank bri di pusat kota dibobol maliang, pitih rp 1 miliar ilang.","Using a duplicate key, the BRI Bank in the city center was robbed by thieves, and one million rupiah was stolen."
94,"Awak samo kawan karajo sangajo mancubo makan siang di siko, untuak tampek tabilang cukuik nyaman jikok di lantai ateh. Raso ayam baka di siko sangaik awak rekomendasian basamo samba mangga.","Me and my coworker deliberately tried having lunch here, the place was quite comfy, in the upper floors at least. I highly recommend the roasted chicken here, along with the mango sambal."
319,"Sempat danga dari urang-urang tentang restoran iko, sakiang penasarannyo, awak cubo pai ka sinan. Ndeh, kalau menurut awak, ndak mode nan dikecekan dek urang-urang doh. Rasonyo biaso se nyo, ndak sasuai jo haragonyo. Bantuak urang baru baraja masak se rasonyo.","Word of mouth got me really curious, so I tried going into this resto. A shame that it didn't live up to the hype, in my opinion. The food was mediocre, not worth the price. Tasted like an amateur made it"
226,Lalok nan cukuik tiok harinyo bisa buek badan indak panek dan segar katiko jago di pagi hari.,Having enough sleep every day can prevent your body from being exhausted and instead energizes you when waking up in the morning
96,"Alah ilang handphone xiaomi redmi note 5 warna gold 64 / 4 di daerah duri selatan, jembatan lima, tambora, jakarta barat.","We're reporting a lost Xiaomi Redmi Note 5 64 / 4 phone with gold color in Duri Selatan area, Jembatan Lima, Tambora, Jakarta Barat"
102,"Pertemuan antaro pihak bank bri, bpbat sungai gelam - jambi, dan pokdakan nan ado di desa pudak. Untuak mandiskusian bantuak panyaluran dana csr dari bank bri","The meeting between Bank BRI, BPBAT Sungai Gelam - Jambi, and Pokdakan representatives is held in Pudak village to discuss the method of channeling CSR funds from Bank BRI"
333,Banyak baju dan sarawa yang dijua di matahari mal,There are lots of shirts and pants on sale in Matahari Mall
213,Yogyakarta ko di satiok suduik jalan banyak hotel. Tapi sayang. Untuak kelas bintang 3 se harago labiah maha dengan pelayanan nan indak sataro.,"Yogyakarta has many hotels on the side of their streets. Unfortunately, the price is way too expensive even for a 3-star, and the service isn't up to par."
268,Sabalun awak dan pasangan pulang ka jakarta. Awak mampir dulu ka restoran ko. Pamandangannyo rancak dan makanannyo pun murah meriah. Rekomendasi bana,"Before my spouse and I went home to Jakarta, we stopped by this restaurant. The scenery was cool and the food was very affordable. Highly recommended"
374,Makanan di rumah sakik salalu indak lamak,Hospital food is always unappetising.
91,"Bakasempatan manikmati santap pagi dek sadang manginap di hotel ko. Sabagai pangunjuang baru bantuak awak dan mungkin nan lainnyo barangkali ka antusias tahadap suasana santap pagi nan diwarnai samo pamandangan dari sisi timur, dek dari sisi tu tadapek kaindahan bangunan hotel jo kolam ranangnyo. Salain itu juo tadapek barisan bukik jo pagunuangan ka manambah kainginan untuak bafoto ria.
","Got a chance to enjoy the breakfast when staying in this hotel. As a new visitor like me and maybe many others, you might get excited with the breakfast atmosphere with a nice view of the East side, because that side shows the beauty of the hotel building including its swimming pool. Aside from that, there's also the hills and mountains that just beg you to take pics with"
256,"Karicuahan nan tajadi pangunjuang debat kaduo pilgub jabar di 14 mei 2018 nan lalu, manyababkan silang pandapek dari para kontestan debat.","The commotion that happened by the end of the debate between both of West Java election candidates on May 14th, 2018, caused disagreement from the debate contestants."
153,"Malam sekitar jam tujuan diajak klien ka tampek makan ko, over all sih makanannyo lebih banyak nan di goreng-goreng gitu kayak ayam, babek, usus, ati ampela, tapi menurut wak sih rasonyo biaso se nyo, dan minyaknyo di makanan talalu banyak. Tapi variannyo cukuik banyak.","At night around 7 p.m. I was invited by my client to this eatery. Overall, it seems there's a lot of fried stuff, like chicken, belly, entrails, gizzard, but for me the taste is nothing special, and the oil in them might be too much. There's a lot of variations, though. "
138,Tampeknyo nyaman. Rasonyo lamak. Haragonyo jo saat. Kambiangnyo ndak baun. Pokoknyo recomend untuak nan pacinto kuliner kambiang.,"The place is comfy. Taste is delish. Price is okay, too. The goat doesn't smell. Highly recommended for goat culinary lovers."
65,Patang Dian mambali sarawa baru lewat aplikasi Lazada,"Yesterday, Dian bought a new pair of pants via the Lazada app."
89,"Suko heran samo telkomsel, kuotanyo banyak kok tapi capek bana abisnyo, padahal indak banyak buka aplikasi barek. Mancurigaan","I'm baffled with Telkomsel, their quotas are huge but they run out very quickly, even though I don't really use heavy apps. Suspicious"
358,Awak cemburu tapi ndak bisa apo-apo,I'm jealous but can't do anything about it.
74,"Salah satu restoran favorit awak di banduang. Lokasinyo tapencil, tapi masih tajangkau. Menu makanannyo lamak, sunda bana. Pamandangannyo ancak, suasananyo emang mambuek mato jo lidah sadonyo tapuehan. Salasai makan sampai kanyang, jadi nio lalok di sauangnyo.","One of my favourite restaurants in Bandung. The location is isolated, but still reachable. The food menu is very tasty, very Sundanese. The landscape is pretty, and the atmosphere satisfies both the eyes and the tongue. after being stuffed with the food, there is an urge to take a nap in the grotto."
172,Rasonyo ampia samo jo resto yang lain yang manjua seafood. Aman barasiah dan palayanannyo capek.,"The taste is just about the same as the other seafood restos. Safe, clean, and the service is quick"
9,"Untuak manuju ka the peak memang taraso sangaik jauah dari pusat kota bandung, dan aksesnyo agak mambinguangan dan jalan ketek bakelok-kelok. Tapi wak mungkin ndak ka tasasek dek hampia di tiok pambelokan ado signage ka the peak. Tampeknyo sangaik ancak untuk wak yang mancari suasana malam romantis, jo pamandangan malam kota yang manakjubkan.","Getting to The Peak might feel so far away from the city centre of Bandung, and the access can be rather confusing, especially the small road with lots of twists and turns. However, your chances of being lost is slim because there are signages in almost every turn leading up to The Peak. The place is very good for those looking for a romantic night vibe, with a breathtaking view of the city at night. "
